device_id,discourse_flow_stage,anchor_term,rhetorical_habitat,habitat_group,sentence
K191194,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,The performance specifications relevant to the user are summarized in the Table 1 below.
K191194,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,"Risk management is ensured via a risk analysis, which is used to identify potential hazards and mitigations."
K191194,beta2_c_and_b,monitoring,model_optimization,B_model_optimization,"510(k) Number (if known) K191194 Device Name CLARUS Model 700 Indications for Use (Describe) The CLARUS 700 ophthalmic camera is indicated to capture, display, annotate and store images to aid in the diagnosis and monitoring of diseases and disorders occurring in the retina, ocular surface and visible adnexa."
K191194,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,Page 3 K191194 – 510(k) Summary Table 1 – Specifications Feature Specification FoV – Widefield (single capture) • 90º FoV – Ultra-widefield (montage) • 135º Image Resolution • 60 lp/mm at central field (0°) • 40 lp/mm at 23° FOV • 25 lp/mm at 45° FOV Sensors • 12-megapixel monochrome Sensor Resolution • 3000 x 3000 pixels Focusing Range • +20 D to -24D Pixel Pitch on the Fundus • 7.3 µm/pixel RISK MANAGEMENT AND GENERAL SAFETY AND EFFECTIVENESS The device labeling contains instructions for use a
K191370,beta2_c_and_b,mitigation,generic_regulatory_other,F_other_regulatory,"basal rates, insulin insulin sensitivity factors) to carbohydrate ratios, based on data from insulin sensitivity external devices, factors) based on data including continuous from external devices, glucose monitors including continuous glucose monitors Indication for use DreaMed Advisor Pro is a DreaMed Advisor Pro is a Different (the disease or decision-support decision-support (marked condition the device will software intended for software intended for with diagnose, treat, assisting healthca"
K191370,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,510(k) Number (if known) k191370 Device Name DreaMed Advisor Pro Indications for Use (Describe) DreaMed Advisor Pro is a decision-support software intended for assisting healthcare professionals in the management of patients with Type 1 diabetes who: •use insulin pumps as their insulin delivery therapy; • monitor their glucose levels using CGM and/or self-management blood glucose meter; • are above the age of 6 and under 65 years old; and • use rapid acting U-100 insulin analogs in their pump.
K191585,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"iNtuition-Structural Heart Module 510(K) New Device Predicate Device Predicate Device (Secondary) (Primary) - Volume rendering, MIP, - Volume rendering, - Orthogonal, oblique, MPR, MinIP, Raysum - MIP, MPR, MinIP, double oblique, curved, (ThickMPR) - Raysum (ThickMPR) cross-curved, stretched Image Assessment - 3D triangulation - MPR rendering - 3D triangulationRendering - Perspective endoluminal - MIP, AveIP, MinIP and - Perspective endoluminal view view color volume slabs - Medial Axial Reforma"
K191585,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,"Risk management is ensured via risk analysis, which is used to identify and mitigate potential hazards from early design phase till design software validation and release."
K191585,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,Interpretation of mammographic images or digitized film screen images is supported only when the software is used without compression and with an FDAApproved monitor that offers at least 5Mpixel resolution and meets other technical specifications reviewed and accepted by the FDA.
K191585,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Risk management is ensured via risk analysis, which is used to identify and mitigate potential hazards from early design phase till design software validation and release."
K191647,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,Traditional 510(k) QLAB Advanced Quantification Software Modifications 7) Determination of Substantial Equivalence Non-clinical performance data The QLAB 13.0 modifications were tested in accordance with Philips internal processes.
K191647,beta2_c_and_b,risk_management,model_optimization,B_model_optimization,Design Control activities to assure the safe and effective performance of the modified QApps included but not limited to the following: • Requirements Review • Design Review • Risk Management • Software Verification and Validation Non-clinical V&V testing also included the Machine Learning Algorithm Training and the subsequent Validation Study performed for the proposed 3D Auto RV clinical applications.
K191713,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory, Prior probability in tracking and updated parameters: to improve ROI tracking performance.
K191713,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"The predicate device utilizes a Varex 3030 Flat Panel Detector) The-CA-100S/ FluoroShield™ system is composed of a Shutter, a ROI Electronics Unit, an AutoROI Processor, two ROI Control Panels and a Monitor (See Figure 1) ."
K191713,beta2_c_and_b,risk_management,model_optimization,B_model_optimization,"Safety is assured through a risk management process and manufacturing is in compliance with the Quality System Regulations Conclusion:  The technological characteristics of Omega CS-series-FP with Optional accessory device Model CA-100S is substantially equivalent to the Omega Medical Imaging CS-series-FP Traditional 510(k) Summary for Optional CA-100S / FluoroShield™ Region of Interest Device, Rev."
K191994,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"ProFound AI V2.1 has the same performance with the DBT systems cleared for use with ProFound AI V2; furthermore, it provides support for additional DBT systems."
K191994,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,Risk management is ensured via a risk analysis which is used to identify and mitigate potential hazards.
K191994,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,Risk management is ensured via a risk analysis which is used to identify and mitigate potential hazards.
K192004,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"EMAT Yes No No Yes No Calculation Heart Rate Yes Yes Yes Yes Yes Calculation QRS duration Yes No No Yes Yes Calculation K192004 Page 4 of 5 Performance Data – Nonclinical Testing The Eko Analysis Software was the subject of software verification and validation testing, consistent with the principles outlined in FDA’s General Principles of Software Validation; Final Guidance for Industry and FDA Staff."
K192004,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"January 15, 2020 Eko Devices Inc ℅ Yarmela Pavlovic Partner Manatt, Phelps & Phillips, LLP One Embarcadero Center, 30th Floor San Francisco, California 94111 Re: K192004 Trade/Device Name: Eko Analysis Software Regulation Number: 21 CFR 870.2300 Regulation Name: Cardiac Monitor (Including Cardiotachometer And Rate Alarm) Regulatory Class: Class II Product Code: MWI, DQD, DPS Dated: December 18, 2019 Received: December 18, 2019 Dear Yarmela Pavlovic: We have reviewed your Section 510(k) premarket"
K192051,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"THINQ™is packaged as a container, for deployment and operation in a high-performance computing environment within a clinical workflow."
K192051,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,4 of 9 THINQ™ 510(k) Summary Subject Device Predicate Device Device: THINQ™ NeuroQuant v2.2 • Provides volumetric • Provides volumetric measurements of brain structures measurements of brain structures • Includes segmented color and lesions overlays and morphometric reports • Includes segmented color • Automatically compares results to overlays and morphometric reports reference percentile data • Automatically compares results to Output • Report output is PDF file format reference percentile dat
K192065,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,Performance Data The following performance data were provided in support of the substantial equivalence determination.
K192065,beta2_c_and_b,mitigation,generic_regulatory_other,F_other_regulatory,"The Risk Analysis was completed, and risk control implemented to mitigate identified hazards."
K192065,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Risk management is ensured via a hazard analysis, which is used to identify potential hazards."
K192107,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"The concept of the Clarius Ultrasound Scanner transducers and software is primarily to provide an easy to use, high-performance, low-cost, ultrasound platform for teaching and clinical applications."
K192107,beta2_c_and_b,monitoring,governance_compliance,C_governance_compliance,(Superfic.) − Urology − Urology − Gynecology − Gynecology − Cardiac adult − Cardiac adult − Cardiac pediatric − Cardiac pediatric − Peripheral vessel − Peripheral vessel − Carotid − Carotid − Needle guidance − Needle guidance Modes of Operation − B-mode − B-mode − M-mode − M-mode − Color Doppler − Color Doppler − Power Doppler − Power Doppler − PWD − PWD − Combined (B+M; B+CD; B+PD; B+PWD) − Combined (B+M; B+CD; B+PD; B+PWD) Page 4 of 5 Nonclinical Performance Data Nonclinical performance tests 
K192107,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,(Superfic.) − Urology − Urology − Gynecology − Gynecology − Cardiac adult − Cardiac adult − Cardiac pediatric − Cardiac pediatric − Peripheral vessel − Peripheral vessel − Carotid − Carotid − Needle guidance − Needle guidance Modes of Operation − B-mode − B-mode − M-mode − M-mode − Color Doppler − Color Doppler − Power Doppler − Power Doppler − PWD − PWD − Combined (B+M; B+CD; B+PD; B+PWD) − Combined (B+M; B+CD; B+PD; B+PWD) Page 4 of 5 Nonclinical Performance Data Nonclinical performance tests 
K192130,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"New output formats: • DICOM structured report representation of a natural language report • DICOM encapsulated PDF representation of a natural language report 6.7 Performance testing Quality and safety ico brain has been designed, developed and tested in accordance with the following product and process standards: • ISO 14971:2007 Medical devices - Application of risk management to medical devices • IEC 62304:2006 Medical device software - Software life-cycle processes 6 / 8 • IEC 62366:2014 Med"
K192130,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"New output formats: • DICOM structured report representation of a natural language report • DICOM encapsulated PDF representation of a natural language report 6.7 Performance testing Quality and safety ico brain has been designed, developed and tested in accordance with the following product and process standards: • ISO 14971:2007 Medical devices - Application of risk management to medical devices • IEC 62304:2006 Medical device software - Software life-cycle processes 6 / 8 • IEC 62366:2014 Med"
K192279,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"PC, keyboard, mouse, touchscreen monitor etc.) that meet minimum performance requirements."
K192279,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"PC, keyboard, mouse, touchscreen monitor etc.) that meet minimum performance requirements."
K192287,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,The main differences in technological characteristics of Transpara™ 1.5.0 and the predicate device are algorithmic improvements leading to better detection performance.
K192287,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,"TransparaTM 510(k) Submission ScreenPoint has applied a risk management process in accordance with FDA recognized standards to identify, evaluate, and mitigate all known hazards related to Transpara™."
K192287,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"TransparaTM 510(k) Submission ScreenPoint has applied a risk management process in accordance with FDA recognized standards to identify, evaluate, and mitigate all known hazards related to Transpara™."
K192377,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"Comparison of Technological Characteristics with the Predicate Device: At a high level, each subject device and its corresponding predicate are similar based on the following characteristics: Ethos Treatment Management • Stand-Alone Software for Radiotherapy Management • Support for Management and Monitoring Tools related to Radiation Treatment • Support for Recording and Storing Treatment Parameters and Treatment Course Progression Ethos Treatment Planning • Stand-Alone Software for Radiotherap"
K192377,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"510(k) Number (if known) K192377 Device Name Ethos Treatment Management, Ethos Treatment Planning, Ethos Radiotherapy System, and Halcyon Indications for Use (Describe) Ethos Treatment Management is indicated for use in managing and monitoring radiation therapy treatment plans and sessions."
K192377,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Comparison of Technological Characteristics with the Predicate Device: At a high level, each subject device and its corresponding predicate are similar based on the following characteristics: Ethos Treatment Management • Stand-Alone Software for Radiotherapy Management • Support for Management and Monitoring Tools related to Radiation Treatment • Support for Recording and Storing Treatment Parameters and Treatment Course Progression Ethos Treatment Planning • Stand-Alone Software for Radiotherap"
K192388,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,Similar features are as follows: • Intraoperative clinical use • Spine application • B-mode imaging • Doppler (echographic image)/color flow mapping • Real-time 2-D bone and tissue scanning (differentiation) • Radiofrequency (RF) energy for its internal function resulting in very low RF emissions • Non-user adjustable acoustic output • Proprietary software performance • Data capture and external storage • Electrical safety/EMC/acoustic output meets standards • Reusable probe Summary of Non-Clini
K192388,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"The system is comprised of the SonoVision™ console & monitor, 10 MHz transducer imaging probe (Beluga1™), and control software."
K192415,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,length Irregular Pulse Sensitivity: 85% N/A Sensitivity: 96% Performance Specificity: 96% Specificity: 97% Page 3 of 4 K192415 APPENDIX E The differences in technological characteristics associated with the proposed device in comparison to the primary predicate (K182456) and secondary predicate (K173872) have been evaluated through performance testing for target population and there are no new questions of safety and effectiveness.
K192415,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"January 17, 2020 Verily Life Sciences LLC Richard Stewart Head of Regulatory Affairs 269 E Grand Avenue South San Francisco, California 94080 Re: K192415 Trade/Device Name: Study Watch with Irregular Pulse Monitor Regulation Number: 21 CFR 870.2920 Regulation Name: Telephone Electrocardiograph Transmitter and Receiver Regulatory Class: Class II Product Code: DXH, DPS Dated: December 4, 2019 Received: December 6, 2019 Dear Richard Stewart: We have reviewed your Section 510(k) premarket notificati"
K192415,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,Additional human factors assessments were conducted to assess that the system as it relates to the Study Watch with Irregular Pulse Monitor meets user needs and that the Instructions for Use (IFU) support the effective use of the system including specific risk management measures.
K192437,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,Performance Data Safety and performance of Arterys MICA has been evaluated and verified in accordance with software specifications and applicable performance standards through software verification and validation testing.
K192437,beta2_c_and_b,monitoring,device_hardware_monitor,D_technical_depoliticized,The client software is designed to run on standard personal and business computers and on monitors/screens that meet appropriate technical specifications for image diagnosis.
K192437,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"The software verification and validation activities were performed as per IEC 62304:2006/AC:2015- Medical device software – Software life cycle processes and ISO 14971:2007 Medical devices -- Application of risk management to medical devices, in addition to the FDA Guidance documents Guidance for the Content of Premarket Submissions for Software Arterys Inc., Traditional 510(k) K192437 Contained in Medical Devices and Content of Premarket Submission for Management of Cybersecurity in Medical Dev"
K192442,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,Performance Data to Support Substantial Equivalence The hardware and software modifications to the FFRangio System were implemented under the CathWorks design controls that are compliant with 21 CFR 820.30.
K192442,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,A risk analysis was conducted in accordance with ISO 14971:2007 Medical devices - Application of risk management to medical devices to assess the risks and risk mitigations for the device hardware and software modifications.
K192442,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"Browning -S5 Stephen Browning Assistant Director Division of Cardiac Electrophysiology, Diagnostics and Monitoring Devices Office of Cardiovascular Devices Office of Product Evaluation and Quality Center for Devices and Radiological Health Enclosure DEPARTMENT OF HEALTH AND HUMAN SERVICES Form Approved: OMB No."
K192442,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,A risk analysis was conducted in accordance with ISO 14971:2007 Medical devices - Application of risk management to medical devices to assess the risks and risk mitigations for the device hardware and software modifications.
K192455,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,Merge PACS K192455 510(k) Premarket Notification 12 Summary of Non-Clinical Tests The following quality assurance measures were applied to the Merge PACS product: • Risk Analysis • Requirements Review • Design Reviews • Testing on unit level • Integration testing • Performance testing The software documentation was provided at a Moderate level of concern following the FDA’s “Guidance for the Content of Premarket Submissions for Software Contained in Medical Devices”.
K192455,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"Lossy compressed images and digitized screen film images must not be used for primary diagnosis of mammography studies, and only display monitors that have regulatory clearance for mammography interpretation should be used for the interpretation of mammography studies."
K192531,beta2_c_and_b,bias,model_optimization,B_model_optimization,"Design and - Automated measurement of brain - Automated measurement of brain incorporated tissue volumes and structures and tissue volumes and structures and technology lesions lesions - Automatic segmentation and - Automatic segmentation and quantification of brain structures quantification of brain structures using a dynamic probabilistic using a dynamic probabilistic neuroanatomical atlas based on the neuroanatomical atlas, with age and MR image intensity gender specificity, based on the MR i"
K192531,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"Summary of Performance Testing Testing performed on the QyScore software included: • Software verification testing • Software validation testing • Human factors testing • Validation studies based on scientific literature • Evaluation of segmentation accuracy For the accuracy evaluation, QyScore segmentations were compared to expert manual segmentations for each segmented structure."
K192531,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Verification and validation testing was completed in compliance with the following standards and guidance documents: • ISO 14971:2012, Medical devices – application of risk management to medical devices • AAMI ANSI IEC 62304:2006, Medical device software – Software life cycle processes clinregconsult.com / Qynapse Page 4 of 5 • General Principles of Software Validation; Final Guidance for Industry and FDA Staff” (January, 2002) • AAMI ANSI IEC 62366:2007, Medical devices – Application of usabili"
K192574,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"IMAGING PERFORMANCE PARAMETERS No change from the previous predicate submission, K181953."
K192574,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,SUMMARY OF DESIGN CONTROL ACTIVITIES Risk Management activities for new software functionalities are included in this submission.
K192601,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,Performance Data The following performance data were provided in support of the substantial equivalence determination.
K192601,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance," ISO 14971 Medical devices – Application of risk management to medical devices (Edition 2.0, corrected version, 2007)."
K192665,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"aeruginosa Software Algorithms Accelerate Pheno™ system Noise rejection analysis software includes noise rejection using far red filter to reject analysis using far red filter to interfering debris not reject interfering debris performed Page 16 of 21 K192665 September 10, 2020 Differences Item Device Predicate Accelerate PhenoTestTM BC Accelerate PhenoTestTM Kit BC Kit (DEN160032) Software QC Assays Accelerate Pheno™ system QC assays performed by software automates QC testing Accelerate Pheno™ "
K192665,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,The Accelerate PhenoTest™ BC kit is performed directly on blood culture samples identified as positive by a continuous monitoring blood culture system.
K192732,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,Preventice BodyGuardian Remote Monitoring System Page 2 of 4 K192732 510(k) Summary (As required by section 21 CFR 807.92(c)) The following bench testing was conducted on the Preventice BG RMS:  EMC and electrical safety testing  Electrical and mechanical safety testing  System safety testing o Software verification and validation  Performance testing  Predicate device comparison tests  Usability Testing The following testing has been performed to support Non-Clinical Testing: substantial 
K192732,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"Charles Rector VP of Quality, Regulatory & Logistics 3052 Hwy52 N, Building 003-2 Rochester, Minnesota 55901 Re: K192732 Trade/Device Name: BodyGuardian Remote Monitoring System Regulation Number: 21 CFR 870.1025 Regulation Name: Arrhythmia Detector And Alarm (Including ST-Segment Measurement And Alarm) Regulatory Class: Class II Product Code: DSI Dated: February 20, 2020 Received: February 24, 2020 Dear Charles Rector: We have reviewed your Section 510(k) premarket notification of intent to mar"
K192763,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"Performance Data Software Verification and Validation Software Documentation for a Moderate Level of Concern software per FDA’s Guidance Document “Guidance for the Content of Premarket Submissions for Software Contained in Medical Devices” issued on May 11, 2005 is also included as part of this submission."
K192763,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Risk management is ensured via a hazard analysis, which is used to identify potential hazards."
K192828,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"Additionally, this device complies with all applicable requirements of the radiation safety performance standards, as outlined in 21 CFR §1010 and §1020."
K192828,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Based upon this information, conformance to standards, successful completion of software validation, application of risk management and design controls and the performance Page 5 of 6 data presented in this submission it is concluded that the subject device has demonstrated substantial equivalence to the predicate device and is safe and effective for its intended use."
K192832,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"Additionally, this device complies with all applicable requirements of the radiation safety performance standards, as outlined in 21 CFR §1010 and §1020."
K192832,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Based upon this information, conformance to standards, successful completion of software validation, application of risk management and design controls and the performance data presented in this submission it is concluded that the subject device has demonstrated substantial equivalence to the predicate device and is safe and effective for its intended use."
K192880,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,This difference Targets smaller than 4mm smaller than 5mm has been addressed with the completion of stand-alone performance characteristics testing.
K192880,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"A risk analysis was conducted in accordance with ISO 14971:2007, Medical devices – Application of risk management to medical devices."
K192945,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,Feature sets include functionality that contributes to clinical decision making and are necessary to achieve system performance.
K192945,beta2_c_and_b,mitigation,generic_regulatory_other,F_other_regulatory,Implementation and Risk Control requirements Safety regarding risk analysis effectiveness of all risk are effective and mitigate control requirements the associated risks to an specified in the 7D Surgical acceptable level.
K192956,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"Risk Analysis: Potential electrical and mechanical hazards are identified in risk management including hazard analysis and controlled by: - System verification and validation to ensure performance to specifications, Federal Regulations, and user requirements."
K192956,beta2_c_and_b,mitigation,generic_regulatory_other,F_other_regulatory,"Subsystem verification, system verification, and validation testing including hazard mitigation has been performed with their results demonstrating the Auto Positioning feature meets its design inputs and user needs."
K192956,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Risk Analysis: Potential electrical and mechanical hazards are identified in risk management including hazard analysis and controlled by: - System verification and validation to ensure performance to specifications, Federal Regulations, and user requirements."
K192969,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"K192969 3 5 Performance Testing The Ezra Plexo Software has been developed in a manner consistent with accepted standards for software development and evaluated in accordance with design specifications and applicable performance standards through software verification, validation, and usability testing."
K192969,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,The device was designed and developed in accordance to the following conformance standards: • ISO 14971:2007- Medical devices - Application of risk management to medical devices • IEC 62304:2006/A1:2015 - Medical device software - Software life cycle processes • IEC 62366-1:2015 - Medical Devices - Application of usability engineering to medical devices • NEMA PS 3.1-3.20 (2016) - Digital Imaging and Communications in Medicine (DICOM) set 7 Substantial Equivalence Conclusion The Ezra Plexo Softw
K193073,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,Performance Data Non-Clinical Testing Non-clinical testing including image performance tests and clinical image evaluation were conducted for the Deep Recon during the product development.
K193073,beta2_c_and_b,mitigation,generic_regulatory_other,F_other_regulatory,The risk analysis was completed and risk control was implemented to mitigate identified hazards.
K193073,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,UNITED IMAGING HEALTHCARE claims conformance to the following standards and guidance: Software  NEMA PS 3.1-3.20(2011): Digital Imaging and Communications in Medicine (DICOM)  IEC 62304: Medical Device Software - software life cycle process  Guidance for the Content of Premarket Submissions for Software Contained in Medical Devices  Content of Premarket Submissions for Management of Cybersecurity in Medical Devices Other Standards and Guidance  ISO 14971: Medical Devices – Application of ri
K193087,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"Primary Radiologist Clinician User(s) Alteration of No No original image data base Alters In parallel to In parallel to Standard of Care Workflow Notification/ Yes – PACS, Workstation Yes – PACS, Workstation, email, Prioritization mobile Performance Standards: RAPID ICH has been developed in conformance with the following standards, as applicable: EN ISO 14971:2012 Application of Risk Management to Medical Devices IEC 62304:2015 Medical device software – Software lifecycle processes NEMA PS 3.1 "
K193087,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Primary Radiologist Clinician User(s) Alteration of No No original image data base Alters In parallel to In parallel to Standard of Care Workflow Notification/ Yes – PACS, Workstation Yes – PACS, Workstation, email, Prioritization mobile Performance Standards: RAPID ICH has been developed in conformance with the following standards, as applicable: EN ISO 14971:2012 Application of Risk Management to Medical Devices IEC 62304:2015 Medical device software – Software lifecycle processes NEMA PS 3.1 "
K193097,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"IMAGING PERFORMANCE PARAMETERS No change from the previous predicate submission, K193021."
K193097,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,SUMMARY OF DESIGN CONTROL ACTIVITIES Risk Management activities for new software functionalities are included in this submission.
K193109,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"DHF357057‐01 Page 4 of 13 Template: QFT8010.09‐01 Philips Medical Systems MR Finland Summary of NonClinical The MRCAT brain complies with the following international and Performance FDA-recognized consensus standards: Data: International and FDA-recognized consensus standards:  ANSI/AAMI ES60601-1: 2012, Medical electrical equipment - Part 1: General requirements for basic safety and essential performance  IEC 60601-1-6:2010, Medical electrical equipment - Part 1-6: General requirements for sa"
K193109,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance," IEC 62304:2016, Medical device software - Software lifecycle processes  IEC 62366-1:2015, Medical devices – Application of usability engineering to medical devices  ISO 14971:2007, Medical devices – Application of risk management to medical devices Non-Clinical verification and or validation tests have been performed with regards to the intended use, the technical claims, the requirement specifications and the risk management results."
K193170,beta2_c_and_b,performance,model_optimization,B_model_optimization,"Regulatory Affairs Director GE Healthcare Tel: 262-424-8222 Email: hong.peng@ge.com Device Trade Name: Deep Learning Image Reconstruction Device Classification Class II Regulation Number/ 21 CFR 892.1750 Computed tomography x-ray system / JAK Product Code: Predicate Device Information Device Name: Deep Learning Image Reconstruction Manufacturer: GE Medical System SCS (d.b.a GE Healthcare) 510(k) Number: K183202 cleared on April 12, 2019 Regulation Number/ 21 CFR 892.1750 Computed tomography x-ra"
K193170,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"GE’s quality system’s design, verification, validation and risk management processes did not identify any new hazards, unexpected results, or adverse effects stemming from the changes to the predicate."
K193178,beta2_c_and_b,bias,governance_compliance,C_governance_compliance,Performance Criteria Results Acceptance Resolution – Full Size Transverse Resolution FWHM @ 1 cm Pass ≤ 4.7 mm Transverse Resolution FWHM @ 10 cm Pass ≤ 5.5 mm Transverse Resolution FWHM @ 20 cm Pass ≤ 7.6 mm Axial Resolution FWHM @ 1 cm Pass ≤ 5.0 mm Axial Resolution FWHM @ 10 cm Pass ≤ 7.0 mm Axial Resolution FWHM @ 20 cm Pass ≤ 11.3 mm Resolution – 256 x 256 Transverse Resolution FWHM @ 1 cm Pass ≤ 7.3 mm Transverse Resolution FWHM @ 10 cm Pass ≤ 7.6 mm Transverse Resolution FWHM @ 20 cm Pass
K193178,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,These changes do not affect system performance characteristics and have no impact on safety or effectiveness.
K193178,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,Page 5 of 7 Risk Management is ensured via a risk analysis in compliance with ISO 14971 to identify and provide mitigation to potential hazards beginning early in the design cycle and continuing throughout the development of the product.
K193178,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,Page 5 of 7 Risk Management is ensured via a risk analysis in compliance with ISO 14971 to identify and provide mitigation to potential hazards beginning early in the design cycle and continuing throughout the development of the product.
K193210,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,Performance Data Non-Clinical Testing Non-clinical testing including image performance tests and clinical image evaluation were conducted for the HYPER DLR during the product development.
K193210,beta2_c_and_b,mitigation,generic_regulatory_other,F_other_regulatory,The risk analysis was completed and risk control was implemented to mitigate identified hazards.
K193210,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,UNITED IMAGING HEALTHCARE claims conformance to the following standards and guidance: Software  NEMA PS 3.1-3.20(2011): Digital Imaging and Communications in Medicine (DICOM)  IEC 62304: Medical Device Software - software life cycle process  Guidance for the Content of Premarket Submissions for Software Contained in Medical Devices  Content of Premarket Submissions for Management of Cybersecurity in Medical Devices Other Standards and Guidance  ISO 14971: Medical Devices – Application of ri
K193216,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,The detection performance of the syngo.CT Lung CAD device is optimized for nodules between 3.0 mm and 20.0 mm in size.
K193216,beta2_c_and_b,mitigation,generic_regulatory_other,F_other_regulatory,"The Risk Analysis was completed, and risk control implemented to mitigate identified hazards."
K193220,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"information  Dictation Table with  Lung-RADS  Dictation Table with Nodule result table -  PANCAN risk Nodule result table  Lung-RADS calculator and additional  Fleischer Criteria  Auto detect nodule findings location by lobe  Lung-RADS  Risk Calculator Printing Option Printing Option Printing Option Printing Option 8 PERFORMANCE DATA 8.1 Nonclinical Performance Testing This Medical device is not new; therefore, a clinical study was not considered necessary prior to release."
