device_id,has_a_normative_fairness,has_a_legacy_with_representation,has_a_representation_demographic,has_b,has_c,has_scenario_explicit,has_scenario_setting,has_scenario_workflow,has_scenario_population,has_fairness_broad,has_demographic,has_subgroup,normative_terms_hit,has_representation_token,representation_category
K211945,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K211951,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K211964,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K211966,False,False,False,True,True,True,True,False,True,True,True,False,,False,
K211980,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K212005,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K212012,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K212067,False,False,False,True,True,False,True,True,False,False,False,False,,False,
K212074,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K212100,False,False,False,True,True,False,True,True,False,False,False,False,,False,
K212116,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K212218,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K212219,False,False,False,True,True,False,True,False,True,True,False,False,,False,
K212230,False,False,False,True,True,False,True,True,False,False,False,False,,False,
K212261,False,True,True,False,True,False,True,True,False,False,False,False,,True,demographic_fairness
K212265,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K212269,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K212274,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K212333,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K212336,False,False,False,True,True,False,True,False,True,False,False,False,,False,
K212365,False,False,False,True,True,False,True,False,True,True,False,True,,False,
K212383,False,False,False,True,True,False,True,False,True,False,False,False,,False,
K212441,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K212442,False,True,True,False,True,False,True,False,True,False,False,False,,True,demographic_fairness
K212456,False,False,False,False,True,True,True,False,False,False,False,False,,False,
K212466,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K212516,False,True,True,True,True,True,True,False,True,False,True,False,,True,demographic_fairness
K212519,False,True,False,True,True,False,True,False,True,True,False,True,,True,unclear_manual_review
K212616,False,False,False,False,True,True,True,True,True,False,True,False,,False,
K212624,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K212654,False,True,False,True,True,False,True,False,True,False,False,False,,True,unclear_manual_review
K212662,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K212690,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K212704,False,False,False,False,True,True,True,False,False,False,False,False,,False,
K212758,False,False,False,True,True,False,True,False,True,False,False,False,,False,
K212783,False,False,False,True,True,False,True,False,True,True,False,False,,False,
K212915,False,False,False,False,True,False,True,True,True,False,False,False,,False,
K212960,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K213037,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K213096,False,True,True,True,True,False,True,True,False,True,False,True,,True,demographic_fairness
K213155,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K213165,False,True,False,True,True,False,True,False,True,True,False,False,,True,unclear_manual_review
K213272,False,True,False,False,True,False,True,False,True,False,True,True,,True,technical_ml
K213275,False,False,False,True,True,False,True,True,True,True,False,False,,False,
K213305,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K213307,False,False,False,True,False,False,True,False,False,True,False,False,,False,
K213319,False,False,False,False,True,False,True,True,False,False,False,True,,False,
K213353,False,False,False,True,True,False,True,True,True,True,False,False,,False,
K213357,False,False,False,True,True,False,True,False,False,False,True,False,,False,
K213409,False,False,False,True,True,False,True,False,False,True,True,False,,False,
K213436,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K213504,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K213544,False,False,False,False,True,True,True,True,False,False,False,False,,False,
K213566,False,True,True,True,True,False,True,True,False,True,True,False,,True,demographic_fairness
K213583,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K213603,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K213628,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K213642,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K213645,False,True,True,False,True,False,True,True,False,False,False,True,,True,demographic_fairness
K213657,False,False,False,True,True,False,True,True,True,False,False,False,,False,
K213668,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K213686,False,False,False,True,True,False,True,False,False,True,True,True,,False,
K213689,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K213693,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K213706,False,True,True,True,True,False,True,True,True,True,False,False,,True,demographic_fairness
K213713,False,False,False,True,True,False,True,True,False,True,False,True,,False,
K213717,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K213721,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K213725,False,False,False,True,True,True,True,True,False,False,False,False,,False,
K213737,False,False,False,True,True,False,True,True,False,False,False,False,,False,
K213760,False,False,False,True,True,False,True,False,True,True,False,False,,False,
K213776,False,True,True,True,True,False,True,False,False,False,False,False,,True,demographic_fairness
K213779,False,False,False,False,True,False,True,False,True,False,False,False,,False,
K213794,False,False,False,True,True,False,True,False,False,False,True,False,,False,
K213795,False,False,False,False,True,False,True,True,True,False,False,False,,False,
K213857,False,False,False,True,False,False,True,False,False,False,False,False,,False,
K213882,False,False,False,False,True,False,True,False,False,False,False,True,,False,
K213886,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K213938,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K213941,False,False,False,True,True,False,True,True,False,True,True,False,,False,
K213944,False,True,False,False,True,False,True,True,False,False,False,False,,True,unclear_manual_review
K213960,False,False,False,True,True,False,True,False,True,True,False,False,,False,
K213971,False,True,True,True,True,False,True,False,True,False,True,False,,True,demographic_fairness
K213976,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K213986,False,False,False,False,True,False,True,False,False,False,True,True,,False,
K213998,False,False,False,False,True,False,True,True,False,False,True,False,,False,
K213999,False,False,False,True,True,False,True,True,False,False,False,False,,False,
K214019,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K214036,False,False,False,True,True,False,True,True,False,False,False,False,,False,
K214043,False,False,False,False,True,False,True,True,True,False,False,False,,False,
K214081,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K220013,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K220034,False,False,False,False,True,False,True,False,False,False,False,True,,False,
K220043,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K220068,False,False,False,False,True,False,True,True,True,False,True,True,,False,
K220080,False,False,False,False,True,False,True,True,False,False,False,True,,False,
K220105,False,False,False,False,True,False,True,True,True,False,False,True,,False,
K220141,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K220151,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K220164,False,False,False,True,True,False,True,True,True,True,False,True,,False,
K220192,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K220264,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K220332,False,False,False,False,True,False,True,True,False,False,True,False,,False,
K220349,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K220358,False,False,False,True,True,False,True,True,False,False,True,True,,False,
K220408,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K220416,False,False,False,True,True,False,True,True,False,False,True,False,,False,
K220437,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K220439,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K220446,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K220497,False,False,False,True,True,False,True,True,False,False,False,True,,False,
K220499,False,True,False,True,True,False,True,True,True,False,True,False,,True,unclear_manual_review
K220575,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K220589,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K220590,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K220598,False,False,False,True,True,False,True,False,False,True,False,True,,False,
K220619,False,False,False,True,True,False,True,True,False,False,True,True,,False,
K220624,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K220709,False,False,False,False,True,False,True,True,False,False,False,True,,False,
K220766,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K220783,False,False,False,True,True,False,True,True,False,True,False,True,,False,
K220786,False,True,False,True,True,False,True,False,False,False,False,False,,True,technical_ml
K220800,False,False,False,True,True,False,True,True,False,False,True,True,,False,
K220813,False,False,False,True,True,True,True,True,True,True,True,True,,False,
K220815,False,False,False,True,True,False,True,False,True,False,False,False,,False,
K220848,False,False,False,True,True,False,True,True,False,False,True,True,,False,
K220851,False,False,False,True,True,False,True,True,False,False,True,True,,False,
K220882,False,False,False,True,True,False,True,True,False,False,True,True,,False,
K220899,False,False,False,True,True,False,True,False,True,True,False,False,,False,
K220928,False,True,False,True,True,False,True,True,False,True,False,True,,True,unclear_manual_review
K220939,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K220940,False,False,False,True,True,False,True,True,False,False,True,True,,False,
K220956,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K220961,False,False,False,True,True,False,True,True,False,False,False,False,,False,
K220975,False,False,False,True,True,False,True,False,False,False,False,True,,False,
K220986,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K221100,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K221106,False,False,False,True,True,False,True,True,False,False,False,False,,False,
K221147,False,False,False,True,True,False,True,True,False,False,True,True,,False,
K221148,False,False,False,True,True,False,True,True,False,False,True,True,,False,
K221179,False,False,False,True,True,False,True,False,False,False,True,True,,False,
K221183,False,False,False,True,True,False,True,False,False,False,True,False,,False,
K221203,False,False,False,True,False,False,True,False,False,False,False,False,,False,
K221219,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K221240,False,False,False,False,True,False,True,True,True,False,False,False,,False,
K221241,False,False,False,False,True,False,True,True,False,False,True,False,,False,
K221248,False,True,False,True,True,False,True,True,True,False,True,False,,True,unclear_manual_review
K221305,False,False,False,True,True,False,True,True,False,True,False,True,,False,
K221309,False,False,False,False,True,False,True,True,True,False,False,False,,False,
K221314,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K221330,False,False,False,True,True,False,True,True,False,False,False,True,,False,
K221347,False,False,False,True,True,False,True,True,True,True,False,False,,False,
K221393,False,False,False,False,True,True,True,False,True,False,False,False,,False,
K221432,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K221449,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K221456,False,False,False,True,True,False,True,True,False,False,False,False,,False,
K221463,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K221552,False,False,False,False,True,False,True,True,False,False,False,True,,False,
K221564,False,True,True,True,True,False,True,True,True,True,True,True,,True,demographic_fairness
K221592,False,False,False,False,True,False,True,True,False,False,False,True,,False,
K221599,False,False,False,True,True,False,True,False,False,False,True,True,,False,
K221624,False,False,False,False,True,False,True,True,True,False,False,False,,False,
K221632,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K221680,False,False,False,True,True,True,True,True,False,False,False,False,,False,
K221706,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K221716,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K221727,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K221733,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K221738,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K221762,False,False,False,True,True,False,True,True,True,False,True,False,,False,
K221772,False,False,False,True,True,False,True,False,False,False,True,False,,False,
K221868,True,True,True,True,True,False,True,True,True,True,True,True,representativeness,False,
K221892,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K221921,False,False,False,True,True,False,True,True,True,False,False,False,,False,
K221923,False,False,False,False,True,True,True,False,True,False,False,False,,False,
K221962,False,False,False,True,False,False,True,False,True,False,False,False,,False,
K222036,False,False,False,True,True,False,True,True,True,True,False,False,,False,
K222070,False,False,False,True,True,False,True,True,True,False,False,False,,False,
K222076,False,False,False,False,True,False,True,True,False,False,False,True,,False,
K222172,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K222174,False,False,False,False,True,False,True,False,False,True,True,False,,False,
K222176,False,False,False,True,True,False,True,False,True,True,False,True,,False,
K222179,False,True,True,False,True,False,True,True,False,False,True,True,,True,demographic_fairness
K222268,False,True,True,False,True,False,True,True,False,False,True,True,,True,demographic_fairness
K222275,False,False,False,False,True,False,True,True,True,False,False,False,,False,
K222277,False,False,False,False,True,False,True,True,False,False,False,True,,False,
K222312,False,False,False,False,True,True,True,False,True,True,False,False,,False,
K222329,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K222360,False,False,False,True,True,False,True,True,False,True,False,True,,False,
K222361,False,False,False,True,True,False,True,True,True,True,False,False,,False,
K222389,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K222406,False,False,False,True,True,True,True,True,True,True,False,False,,False,
K222428,False,False,False,True,True,False,True,False,True,True,False,False,,False,
K222458,False,False,False,True,True,False,True,False,False,False,True,False,,False,
K222579,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K222593,False,False,False,False,True,False,True,True,True,False,True,False,,False,
K222676,False,False,False,False,True,False,True,False,True,False,False,True,,False,
K222692,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K222728,False,False,False,False,True,False,True,True,False,False,True,True,,False,
K222745,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K222746,False,False,False,True,True,False,True,False,True,True,False,True,,False,
K222755,False,False,False,False,True,False,True,True,False,False,True,False,,False,
K222803,False,False,False,False,True,False,True,True,False,False,True,False,,False,
K222819,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K222884,False,False,False,True,True,False,True,True,False,True,False,True,,False,
K222921,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K222970,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K223028,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K223032,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K223042,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K223073,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K223106,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K223133,False,True,True,False,True,False,True,True,True,False,True,True,,True,demographic_fairness
K223180,False,False,False,True,True,False,True,True,True,True,False,False,,False,
K223212,False,False,False,True,True,False,True,True,False,False,True,False,,False,
K223240,False,True,True,False,True,False,True,True,True,False,True,True,,True,demographic_fairness
K223247,False,False,False,False,True,True,True,False,False,False,False,False,,False,
K223268,False,False,False,True,True,False,True,False,True,False,False,False,,False,
K223287,False,True,True,False,True,False,True,False,False,False,True,True,,True,demographic_fairness
K223288,False,False,False,True,True,True,True,True,False,False,False,False,,False,
K223296,False,False,False,False,True,False,True,False,True,False,True,True,,False,
K223311,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K223325,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K223343,False,False,False,True,True,False,True,False,False,True,False,True,,False,
K223347,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K223357,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K223387,False,False,False,True,True,False,True,False,False,False,True,True,,False,
K223396,False,True,False,True,True,False,True,False,True,True,False,False,,True,unclear_manual_review
K223424,False,False,False,True,True,True,True,False,True,False,False,False,,False,
K223426,False,True,False,False,True,False,True,True,False,False,False,False,,True,unclear_manual_review
K223439,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K223442,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K223443,False,False,False,False,True,False,True,True,False,False,True,True,,False,
K223458,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K223473,False,False,False,True,True,False,True,False,True,False,True,True,,False,
K223490,False,False,False,True,True,False,True,True,True,False,False,True,,False,
K223491,False,True,True,False,True,False,True,True,True,False,True,False,,True,demographic_fairness
K223501,False,True,True,True,True,False,True,True,False,True,False,True,,True,demographic_fairness
K223502,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K223504,False,False,False,True,True,True,True,True,True,True,True,False,,False,
K223514,False,False,False,True,True,True,True,True,False,False,False,False,,False,
K223516,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K223523,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K223539,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K223552,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K223553,False,False,False,False,True,True,True,False,False,False,False,False,,False,
K223556,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K223621,False,False,False,False,True,False,True,True,False,False,False,True,,False,
K223622,False,False,False,True,True,True,True,False,True,True,True,False,,False,
K223623,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K223630,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K223639,False,False,False,True,True,False,True,True,True,True,True,False,,False,
K223646,False,False,False,False,True,False,True,True,True,False,False,False,,False,
K223659,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K223724,False,False,False,True,True,False,True,True,True,False,False,True,,False,
K223726,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K223734,False,False,False,True,True,True,True,True,False,False,False,False,,False,
K223738,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K223754,False,False,False,False,True,False,True,True,False,False,True,False,,False,
K223757,False,False,False,False,True,False,True,True,True,False,True,True,,False,
K223771,False,False,False,True,True,False,True,True,False,False,True,False,,False,
K223774,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K223811,False,False,False,True,True,False,True,True,True,True,False,False,,False,
K223830,False,False,False,True,True,False,True,True,True,False,False,False,,False,
K223855,False,False,False,False,True,False,True,False,False,False,False,True,,False,
K223864,False,False,False,True,True,True,True,True,False,False,False,False,,False,
K223905,False,False,False,True,True,False,True,False,True,False,False,False,,False,
K230020,False,False,False,False,True,False,True,True,False,False,False,True,,False,
K230023,False,False,False,True,True,False,True,False,True,True,True,True,,False,
K230039,False,False,False,True,True,False,True,True,False,False,False,True,,False,
K230045,False,False,False,False,True,False,True,True,True,False,False,True,,False,
K230074,False,True,False,True,True,False,True,True,True,False,False,False,,True,unclear_manual_review
K230082,False,False,False,True,True,True,True,True,True,False,True,True,,False,
K230084,False,False,False,True,True,False,True,False,False,True,True,True,,False,
K230085,False,False,False,True,True,False,True,True,True,True,False,False,,False,
K230096,False,False,False,True,True,False,True,True,False,True,False,True,,False,
K230112,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K230144,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K230150,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K230179,False,True,False,True,True,True,True,False,False,False,True,True,,True,unclear_manual_review
K230197,False,False,False,True,True,False,True,True,True,False,True,False,,False,
K230208,False,False,False,False,True,True,True,False,True,False,False,False,,False,
K230209,False,False,False,True,True,False,True,True,False,False,True,False,,False,
K230220,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K230223,False,True,True,False,True,False,True,True,True,False,False,False,,True,demographic_fairness
K230252,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K230264,False,False,False,True,True,False,True,True,False,False,False,False,,False,
K230273,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K230292,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K230337,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K230346,False,False,False,True,True,False,True,False,False,True,True,True,,False,
K230355,False,False,False,True,True,True,True,True,False,True,False,False,,False,
K230365,False,False,False,False,True,False,True,True,True,False,False,True,,False,
K230370,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K230497,False,False,False,False,True,False,True,True,True,False,True,True,,False,
K230534,False,False,False,False,True,False,True,True,False,False,False,True,,False,
K230552,False,True,True,True,True,False,True,True,True,True,False,False,,True,demographic_fairness
K230553,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K230575,False,False,False,False,True,True,True,False,False,False,False,False,,False,
K230658,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K230685,False,False,False,True,True,False,True,False,False,True,False,True,,False,
K230751,False,False,False,True,True,False,True,False,True,False,True,True,,False,
K230772,False,False,False,True,True,False,True,True,False,False,False,False,,False,
K230807,False,False,False,True,True,False,True,True,False,False,False,False,,False,
K230812,False,False,False,True,True,True,True,False,True,False,True,False,,False,
K230823,False,True,False,True,True,False,True,False,True,False,False,False,,True,technical_ml
K230842,False,False,False,True,True,False,True,False,True,False,True,False,,False,
K230850,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K230854,False,False,False,True,True,False,True,True,False,False,True,False,,False,
K230899,False,False,False,False,True,False,True,True,False,False,False,True,,False,
K230913,False,False,False,True,True,False,True,True,False,False,False,False,,False,
K230977,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K231001,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K231010,False,False,False,True,True,False,True,False,True,False,False,False,,False,
K231025,False,False,False,False,True,False,True,True,False,False,False,True,,False,
K231038,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K231068,False,True,False,True,True,False,True,True,True,True,False,False,,True,unclear_manual_review
K231094,False,True,True,False,True,False,True,True,True,False,True,True,,True,demographic_fairness
K231130,False,False,False,True,True,False,True,True,False,True,False,True,,False,
K231143,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K231149,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K231157,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K231173,False,False,False,True,True,False,True,False,True,False,True,False,,False,
K231190,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K231195,False,False,False,False,True,False,True,True,True,False,True,False,,False,
K231207,False,False,False,True,True,False,True,True,False,False,False,False,,False,
K231281,False,False,False,True,True,False,True,True,False,False,False,False,,False,
K231324,False,False,False,True,True,False,True,True,False,False,False,False,,False,
K231335,False,False,False,True,True,False,True,True,True,True,False,False,,False,
K231355,False,False,False,True,True,False,True,False,True,False,False,False,,False,
K231384,False,True,True,False,True,False,True,True,True,False,True,True,,True,demographic_fairness
K231396,False,False,False,False,True,False,True,False,True,False,False,False,,False,
K231398,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K231459,False,True,True,True,True,False,True,False,True,True,False,False,,True,demographic_fairness
K231470,False,False,False,True,True,False,True,True,True,True,True,True,,False,
K231560,False,False,False,True,True,False,True,True,False,True,True,True,,False,
K231570,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K231572,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K231587,False,False,False,True,True,False,True,True,False,True,True,True,,False,
K231617,False,False,False,True,True,False,True,False,False,True,False,True,,False,
K231631,False,True,False,False,True,False,True,True,True,False,False,True,,True,technical_ml
K231642,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K231668,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K231677,False,False,False,True,True,False,True,False,False,True,True,False,,False,
K231678,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K231683,False,False,False,True,True,False,True,False,False,False,False,True,,False,
K231690,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K231748,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K231757,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K231764,False,False,False,True,True,False,True,True,True,False,False,False,,False,
K231765,False,False,False,True,True,False,True,True,True,True,False,False,,False,
K231767,False,True,True,False,True,False,True,True,True,False,True,True,,True,demographic_fairness
K231772,False,False,False,True,True,False,True,False,False,False,False,True,,False,
K231779,False,False,False,True,True,False,True,False,True,False,True,False,,False,
K231805,False,False,False,False,True,False,True,True,False,False,False,True,,False,
K231833,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K231837,False,False,False,True,True,False,True,True,True,False,True,False,,False,
K231855,False,False,False,False,True,False,True,True,True,False,True,False,,False,
K231871,False,False,False,False,True,False,True,True,False,False,False,True,,False,
K231898,False,False,False,True,True,False,True,True,False,False,False,False,,False,
K231917,False,False,False,True,True,False,True,True,True,True,True,False,,False,
K231928,False,False,False,False,True,False,True,True,True,False,True,True,,False,
K231929,False,False,False,True,True,True,True,False,False,True,True,False,,False,
K231955,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K231965,False,False,False,True,True,False,True,True,False,False,True,True,,False,
K231966,False,False,False,True,True,False,True,False,False,False,True,True,,False,
K231989,False,False,False,True,True,False,True,False,False,False,True,True,,False,
K232000,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K232023,False,False,False,True,True,False,True,True,False,True,True,False,,False,
K232035,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K232045,False,False,False,False,True,True,True,True,True,False,False,True,,False,
K232083,False,False,False,True,True,False,True,True,False,True,False,True,,False,
K232096,False,False,False,True,True,False,True,False,True,True,False,False,,False,
K232140,False,False,False,True,True,False,True,True,False,False,False,True,,False,
K232145,False,False,False,True,True,False,True,True,False,True,True,True,,False,
K232148,False,True,False,True,True,False,True,True,True,True,False,False,,True,technical_ml
K232156,False,True,False,True,True,False,True,True,True,True,True,True,,True,unclear_manual_review
K232231,False,False,False,False,True,False,True,False,True,False,False,False,,False,
K232237,False,False,False,True,True,False,True,False,True,False,True,True,,False,
K232250,False,True,True,False,True,True,True,True,False,True,False,False,,True,demographic_fairness
K232257,False,False,False,True,True,False,True,True,True,True,True,False,,False,
K232305,False,False,False,True,True,False,True,True,True,True,False,False,,False,
K232322,False,False,False,True,True,False,True,False,False,True,False,True,,False,
K232331,False,False,False,False,True,False,True,False,False,False,False,True,,False,
K232363,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K232367,False,False,False,False,False,False,True,True,False,False,False,False,,False,
K232381,False,False,False,True,True,False,True,False,False,False,False,True,,False,
K232384,False,False,False,True,True,False,True,False,True,False,True,True,,False,
K232410,False,False,False,False,True,False,True,True,False,False,False,False,,False,
K232412,False,False,False,True,True,True,True,True,False,False,False,False,,False,
K232416,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K232431,False,False,False,True,True,False,True,True,False,False,False,False,,False,
K232436,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K232440,False,False,False,False,True,False,True,False,True,False,False,True,,False,
K232479,True,True,True,True,True,True,True,True,True,True,True,True,fairness,True,demographic_fairness
K232482,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K232491,False,False,False,True,True,True,True,True,False,False,False,False,,False,
K232494,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K232496,False,False,False,True,True,False,True,True,True,True,False,True,,False,
K232500,False,False,False,True,True,False,True,True,False,False,True,False,,False,
K232501,False,False,False,False,True,False,True,True,False,False,True,True,,False,
K232526,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K232535,False,False,False,True,True,False,True,True,False,True,True,True,,False,
K232613,False,False,False,False,True,False,True,False,True,False,True,True,,False,
K232616,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K232661,False,False,False,False,True,False,True,True,True,False,False,False,,False,
K232686,False,False,False,True,True,False,True,False,True,False,True,True,,False,
K232698,False,False,False,False,True,False,True,True,False,False,False,True,,False,
K232699,False,False,False,True,True,False,True,True,False,False,True,True,,False,
K232704,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K232712,False,False,False,True,True,False,True,False,False,True,False,False,,False,
K232751,False,False,False,False,True,False,True,True,False,False,False,True,,False,
K232760,False,False,False,False,True,True,True,False,True,False,False,False,,False,
K232765,False,False,False,True,True,False,True,True,False,True,True,True,,False,
K232787,False,False,False,False,True,True,True,False,False,False,False,False,,False,
K232799,False,False,False,True,True,False,True,True,False,True,True,True,,False,
K232808,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K232835,False,False,False,True,True,False,True,False,False,False,False,False,,False,
K232841,False,False,False,False,True,False,True,False,False,False,False,False,,False,
K232856,False,False,False,True,True,True,True,True,True,True,False,False,,False,
K232899,False,False,False,True,True,False,True,True,False,True,False,False,,False,
K232915,False,False,False,True,True,False,True,False,False,False,False,True,,False,
K232923,False,True,True,True,True,False,True,False,False,False,True,True,,True,demographic_fairness
